,Año,Trimestre,Provincia,Accesos por cada 100 hogares,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Mbps (Media de bajada),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS
238,2020,2,Tierra Del Fuego,76.37,12854,26025,0,0,3100,8,110,0,22325,5186,3034,3910,796,7446
239,2020,2,Tucumán,51.78,150084,9833,55120,1357,7620,33,520,970,49028,54537,34184,2246,74377,2635
240,2020,1,Buenos Aires,64.33,673237,2210349,720688,85443,18334,45,38215,36802,1122034,236421,247977,20578,1802583,28935
241,2020,1,Capital Federal,49.06575,184494,1097635,38898,3911,28556,59,2640,3120,169651,102254,89665,85899,906009,0
242,2020,1,Catamarca,37.62,21945,3146,12056,2610,2227,29,630,0,8838,7543,9558,4080,10299,2151
243,2020,1,Chaco,37.48,46356,54144,11958,6239,158,26,3080,9280,23291,19976,29851,10416,28539,6917
244,2020,1,Chubut,51.27,45763,27287,1324,16885,5479,7,1580,1090,69586,12957,7756,124,614,45
245,2020,1,Córdoba,70.69,286168,406109,68512,41617,8693,29,1420,5128,217229,120188,95827,65733,296875,9802
246,2020,1,Corrientes,38.73,51126,53231,2172,2437,5004,21,720,5270,33479,21382,26679,7351,19467,478
247,2020,1,Entre Ríos,56.12,90368,95434,13245,18737,14062,19,1300,4081,72280,47132,41125,11988,39794,13762
248,2020,1,Formosa,30.23,21068,8887,1800,1451,1690,16,1127,3420,23761,65,6564,9640,6918,1000
249,2020,1,Jujuy,46.67,32066,38938,3078,9420,16641,14,550,1820,33120,9979,26693,1660,7349,16545
250,2020,1,La Pampa,75.77,8553,53755,13821,11295,1802,7,2930,8110,72740,7199,3029,1342,2113,1618
251,2020,1,La Rioja,46.35,13076,34984,0,2510,290,8,210,10,37209,5158,464,220,1294,0
252,2020,1,Mendoza,33.14,91955,50251,28059,12465,7220,8,580,400,140410,12285,17489,286,3818,0
253,2020,1,Misiones,39.02,51458,69452,1220,4600,10962,22,710,5240,36622,21271,26433,11581,26313,10885
254,2020,1,Neuquén,61.85,29305,65951,11031,14711,7290,28,2180,3270,60152,5257,7123,5399,43738,0
255,2020,1,Río Negro,55.12,47756,38479,10381,11222,18362,19,1140,4660,69154,293,7857,3199,25488,17719
256,2020,1,Salta,49.6,60426,75593,23025,4125,7212,21,1290,5140,38537,63714,17991,8625,34744,6441
257,2020,1,San Juan,32.39,40092,6448,5508,7082,5101,6,480,1940,59787,1594,1292,400,127,4779
258,2020,1,San Luis,76.31,8301,7612,5,58301,36333,21,1050,0,11322,4164,5250,58258,5,36075
259,2020,1,Santa Cruz,35.97,12845,15766,1026,6817,2368,6,670,110,27447,4993,5169,5290,119,0
260,2020,1,Santa Fe,69.52,302366,383673,35123,30488,19468,22,6960,2994,217553,196826,10456,48448,173823,17656
261,2020,1,Santiago Del Estero,42.47,24695,70424,200,2779,4657,10,1330,1779,33086,56884,3737,1350,2799,4501
262,2020,1,Tierra Del Fuego,76.07,12854,25632,0,0,3080,7,110,10,22976,5024,1834,1960,518,7046
263,2020,1,Tucumán,47.85,143184,10494,44687,1355,3470,32,520,970,49555,50383,31096,173,67536,0
264,2019,4,Buenos Aires,64.25,720011,2191672,669194,87111,18266,31,33489,27537,1177446,262297,247106,45257,1465133,20676
265,2019,4,Capital Federal,49.06575,196938,1093143,35534,3914,28576,44,3070,150,177098,110218,110852,20581,753805,0
266,2019,4,Catamarca,36.44,22999,3318,9506,2610,2227,25,630,0,9945,7619,9305,8040,7477,3098
267,2019,4,Chaco,36.84,48661,53602,8831,5229,158,23,830,0,25899,18959,30902,13516,21556,6988
268,2019,4,Chubut,51.15,47045,26977,1324,15267,5489,7,1580,40,69405,12945,7615,124,614,4121
269,2019,4,Córdoba,70.48,296872,410038,53335,3775,8693,26,1420,0,232781,118232,10933,114111,221742,1035
270,2019,4,Corrientes,38.77,52525,51845,2002,2458,5004,19,720,0,35055,2062,27367,9981,15744,4995
271,2019,4,Entre Ríos,57.99,92981,99206,12875,18561,15407,17,470,0,88203,44511,42962,18976,30153,14178
272,2019,4,Formosa,30.47,21567,8684,1760,14531,1690,15,1127,1910,24606,6319,6788,1766,5671,2430
273,2019,4,Jujuy,45.38,32949,37604,873,8140,16641,13,550,0,32920,9632,26764,1020,5286,14122
274,2019,4,La Pampa,76.92,15457,56854,4942,11341,1805,7,2930,3130,76747,69,1951,1287,1342,1566
275,2019,4,La Rioja,47.14,13738,34984,0,2510,290,8,210,0,37846,5045,4763,220,1305,0
276,2019,4,Mendoza,33.65,96678,49711,24989,13672,7300,8,7460,90,145139,12955,15237,2165,2628,6901
277,2019,4,Misiones,39.79,53116,69676,847,4410,11733,20,710,0,39664,2084,27305,15626,20799,11508
278,2019,4,Neuquén,59.36,29826,60970,10549,14246,8540,26,2180,10,57370,4439,7357,12059,35001,0
279,2019,4,Río Negro,55.71,49747,37933,9658,11437,18365,17,1140,0,71847,2797,8558,6968,19837,17019
280,2019,4,Salta,50.35,63272,76062,21865,304,8206,19,1490,10,42159,67656,15369,1417,25821,712
281,2019,4,San Juan,32.85,41360,6338,4931,7241,5104,6,480,10,60626,1594,1292,400,127,1246
282,2019,4,San Luis,74.92,8569,8027,6,55266,36333,21,1050,0,11901,4164,5250,55216,3,36287
283,2019,4,Santa Cruz,36.71,13264,15899,1036,68,2371,5,670,0,32368,4346,2224,70,8,3500
284,2019,4,Santa Fe,69.48,312072,382254,27464,26978,20401,21,6980,0,230234,190664,113527,70998,135576,27472
285,2019,4,Santiago Del Estero,42.92,24682,71239,200,281,4657,10,1330,9080,34911,56309,3756,1050,2449,5017
286,2019,4,Tierra Del Fuego,79.7,13261,26821,0,0,3100,7,110,0,23593,505,1848,1390,1962,7789
287,2019,4,Tucumán,47.65,146985,11012,39574,7250,3480,30,550,0,54544,52017,28916,6405,56707,0
288,2019,3,Buenos Aires,69.36,1277249,2144956,425386,85572,2707,26,23892,44648,1432722,222812,260506,483572,1246209,42294
289,2019,3,Capital Federal,49.06575,300288,1080973,24900,3895,31155,39,1040,3680,269704,120924,138011,258591,655108,0
290,2019,3,Catamarca,30.88,24349,5543,13,2440,2251,9,340,430,14449,9285,6333,720,15,2151
291,2019,3,Chaco,35.85,50416,49156,8063,5224,1592,20,690,1216,32764,28198,13336,12987,16740,6917
292,2019,3,Chubut,47.57,37298,27090,1917,15149,7551,7,740,8400,62680,13033,7171,124,614,45
293,2019,3,Córdoba,68.59,307780,399231,30064,37277,8701,23,830,5824,240151,106651,118486,146247,157546,7353
294,2019,3,Corrientes,38.49,53344,50230,1888,2458,4839,17,100,5970,42231,29628,10348,10388,12674,478
295,2019,3,Entre Ríos,57.9,94947,96305,12888,1853,15432,15,190,4446,99656,56161,17064,21216,22645,15107
296,2019,3,Formosa,30.11,21777,8359,1476,14292,1620,13,111,3490,24943,6049,7117,2262,4443,1000
297,2019,3,Jujuy,44.32,33110,35742,274,8120,16638,12,270,8850,31722,924,26835,560,3671,16545
298,2019,3,La Pampa,77.45,19469,52941,4994,11462,1962,6,2370,3289,75849,5922,1611,1359,941,1618
299,2019,3,La Rioja,47.94,14390,34984,11,2510,410,8,90,100,38657,4786,4887,220,1307,0
300,2019,3,Mendoza,40.74,148640,54312,6865,12975,1545,6,210,1269,206821,2958,10093,1263,349,0
301,2019,3,Misiones,39.33,54493,65872,829,4190,1227,18,470,1928,43530,29375,11256,16107,16650,12206
302,2019,3,Neuquén,64.14,43347,60484,5560,13512,2518,24,450,2258,62909,4586,9597,16923,28458,1220
303,2019,3,Río Negro,63.42,67478,37425,9739,10806,18847,16,470,1234,87435,2348,9779,10176,15505,17719
304,2019,3,Salta,44.48,65799,74329,733,158,9394,15,490,9000,43160,6223,14309,11418,12357,7515
305,2019,3,San Juan,37.06,51670,7425,1227,7241,5535,6,220,1710,68315,2245,1267,410,128,4779
306,2019,3,San Luis,85.23,13037,10561,350,62286,36466,20,570,1000,18643,5113,4670,62242,5,36075
307,2019,3,Santa Cruz,35.63,10663,17056,969,6544,2738,5,280,840,31612,4472,1203,270,4,0
308,2019,3,Santa Fe,68.87,319396,377171,18690,24269,21408,18,6400,8184,242454,193286,107068,84325,97082,19537
309,2019,3,Santiago Del Estero,55.3,24556,71198,219,2759,344,9,390,1832,35554,55172,3612,860,1836,34501
310,2019,3,Tierra Del Fuego,96.46,19790,26659,651,0,1487,7,60,140,32133,4692,1756,820,226,9648
311,2019,3,Tucumán,39.49,150918,12089,116,6840,3240,19,160,1100,71043,47693,24354,8430,20385,0
312,2019,2,Buenos Aires,67.85,1284658,2079900,382971,7524,32929,22,199768,46852,1436259,217785,438663,502275,985767,43438
313,2019,2,Capital Federal,49.06575,309937,1061358,36082,3962,4281,30,740,1027,281370,124087,239691,296155,475991,0
314,2019,2,Catamarca,32.13,25682,5543,13,1460,2251,9,340,430,16631,867,6049,340,10,2151
315,2019,2,Chaco,34.14,50765,47448,4203,4727,1591,16,690,1383,38488,26431,16789,15348,9904,1492
316,2019,2,Chubut,46.99,37313,26338,1917,14443,7545,6,660,3952,69032,10049,1495,740,165,45
317,2019,2,Córdoba,68.07,314768,388254,23023,33847,15236,18,810,8165,248427,100512,157458,170159,76053,8938
318,2019,2,Corrientes,38.16,53835,47431,1701,2444,6138,14,100,3012,40424,27774,13114,11928,7119,608
319,2019,2,Entre Ríos,57.48,97081,91081,12764,17369,17529,12,180,5905,100687,52316,23196,24221,10664,17206
320,2019,2,Formosa,30.42,21916,8686,1382,14292,1620,11,111,3490,26512,5399,8384,2639,2258,1000
321,2019,2,Jujuy,44.51,33022,30742,274,8120,21857,12,270,9400,26233,8441,267,270,2600,21765
322,2019,2,La Pampa,77.08,19471,52101,4840,10789,3004,5,2360,3289,75406,5191,1366,1445,629,2661
323,2019,2,La Rioja,48.7,15014,34984,11,2510,410,8,90,110,39819,4297,4857,130,1298,0
324,2019,2,Mendoza,40.75,148673,54027,6865,12748,1544,6,200,2522,205165,2971,10092,1256,234,0
325,2019,2,Misiones,39.15,55373,64272,543,4210,12269,14,470,2226,45769,27385,15408,18882,8129,12206
326,2019,2,Neuquén,63.08,43420,59021,4983,12792,2737,17,3020,3038,61776,4688,17318,2121,14132,4220
327,2019,2,Río Negro,61.09,67841,36527,4037,10485,19657,12,3840,1354,86366,2201,10291,12407,6907,18519
328,2019,2,Salta,41.89,68827,62343,725,121,9463,13,490,9740,59638,36923,16961,14059,6461,7585
329,2019,2,San Juan,35.6,51680,7425,1174,287,6876,6,220,2130,60913,2177,7850,70,4,6119
330,2019,2,San Luis,81.79,11130,10298,347,57242,38368,20,570,1020,16575,4964,4670,57236,5,37977
331,2019,2,Santa Cruz,28.85,10665,10257,379,6514,2735,6,250,840,24861,3806,1202,280,4,0
332,2019,2,Santa Fe,67.42,325420,355140,18236,2198,22708,15,3210,8427,300124,125176,129741,100131,49865,22323
333,2019,2,Santiago Del Estero,52.79,24393,64783,219,2759,346,7,390,1832,63268,21362,3741,1080,1205,34501
334,2019,2,Tierra Del Fuego,94.8,19790,25527,651,0,1486,6,60,1230,41824,4241,1573,960,32,0
335,2019,2,Tucumán,40.14,153121,12089,116,6840,3210,19,160,1570,78891,44296,24291,6280,18394,0
336,2019,1,Buenos Aires,66.24,1304507,2020730,336362,64867,20201,20,162513,72296,1429964,202511,576428,576859,705769,6369
337,2019,1,Capital Federal,49.06575,328246,1030814,32281,3978,4281,25,740,7417,283787,131007,330122,365713,283463,0
338,2019,1,Catamarca,32.19,26912,4443,16,0,2251,8,340,1708,18761,6443,5606,290,7,2151
339,2019,1,Chaco,32.64,53409,43555,1951,3628,1134,13,690,3801,38719,25632,18965,12393,6368,1035
340,2019,1,Chubut,43.0,37302,23065,1923,14443,3045,6,660,3938,71077,6571,7870,740,165,0
341,2019,1,Córdoba,65.52,323272,363959,19902,24615,12367,16,810,20403,242769,96997,200681,127965,50716,6806
342,2019,1,Corrientes,35.13,55842,43444,1615,1528,580,12,100,647,38402,26562,15498,9688,5029,0
343,2019,1,Entre Ríos,56.79,100999,90253,12723,16231,12241,11,180,9217,107013,50068,28957,18146,7619,12142
344,2019,1,Formosa,29.68,22570,7878,940,13761,620,10,111,3023,23085,5301,9027,2099,1654,0
345,2019,1,Jujuy,46.41,33248,12484,153,6400,43622,9,270,2817,30727,7811,4021,300,1141,37162
346,2019,1,La Pampa,76.35,18832,57373,2891,9023,1041,5,2360,8327,70538,4466,1061,1354,405,6980
347,2019,1,La Rioja,50.18,16367,34984,12,2520,410,7,90,1169,40285,4088,5216,170,869,0
348,2019,1,Mendoza,37.66,148524,40205,5662,10363,1544,6,200,1786,205383,2837,5702,1110,140,0
349,2019,1,Misiones,36.26,54898,59214,465,4260,7717,13,470,5946,45266,2589,19111,16552,5167,7654
350,2019,1,Neuquén,58.88,40747,55634,3114,1251,2372,16,1328,3055,52360,1781,21452,17135,11026,6105
351,2019,1,Río Negro,53.57,68377,34124,3994,9736,4857,10,3840,1583,84845,2037,13615,9567,5076,3719
352,2019,1,Salta,40.1,74426,57933,647,1135,1879,10,490,4232,59244,36473,2291,10861,2242,10
353,2019,1,San Juan,31.83,51660,5838,808,2932,1207,6,220,2290,62380,2660,5200,30,2,5600
354,2019,1,San Luis,67.34,11108,7784,378,53097,23968,9,570,1200,21380,53214,3450,60,2,23577
355,2019,1,Santa Cruz,23.67,10659,4615,382,6514,2735,6,250,1280,21990,2731,7020,260,4,0
356,2019,1,Santa Fe,66.97,340038,340344,15621,23215,1786,13,3330,2935,296798,122959,153212,74575,36502,18591
357,2019,1,Santiago Del Estero,37.52,25337,61547,23,2847,990,6,390,3372,62895,20691,3959,850,494,0
358,2019,1,Tierra Del Fuego,93.38,19789,23549,1623,0,1486,6,60,1310,38851,3623,6410,800,29,0
359,2019,1,Tucumán,41.63,159215,11670,118,6780,3210,17,160,5188,82240,42877,2621,8470,14839,0
360,2018,4,Buenos Aires,64.6,1305576,1949637,296102,65477,19814,17,134673,73761,1422463,194426,577679,949093,265386,19125
361,2018,4,Capital Federal,49.06575,328253,1019490,33042,3978,4257,23,740,7388,283281,143309,330496,437662,186810,0
362,2018,4,Catamarca,32.23,26912,4443,16,0,2212,8,340,1669,17955,6425,5461,290,7,2003
363,2018,4,Chaco,32.59,53409,43555,1940,3236,113,13,690,3405,36437,25633,18965,12393,6368,0
364,2018,4,Chubut,42.61,37215,23065,952,14443,3047,6,660,3917,66061,6215,5310,6230,165,1144
365,2018,4,Córdoba,65.09,328854,355716,17675,21851,13243,16,810,24102,228475,97277,201639,128053,48809,8903
366,2018,4,Corrientes,34.57,55842,42418,796,1515,300,12,100,6438,37376,26562,15498,9688,5029,0
367,2018,4,Entre Ríos,54.37,101168,86198,4853,15472,14356,11,180,8769,94780,50027,29002,18146,7612,13693
368,2018,4,Formosa,29.74,22619,7880,887,13761,570,10,111,3074,22962,5285,9027,2092,1654,0
369,2018,4,Jujuy,46.53,33248,12484,153,6400,43608,9,270,2803,30727,7811,4021,300,1141,43573
370,2018,4,La Pampa,73.49,18832,55337,2685,7772,101,4,2410,7727,70508,3661,9780,1328,270,9230
371,2018,4,La Rioja,50.35,16367,34984,12,2520,360,7,90,1164,40285,4088,5216,170,869,30
372,2018,4,Mendoza,37.76,148524,40205,5665,10363,1547,6,200,1463,197450,2494,4726,190,132,0
373,2018,4,Misiones,34.45,55500,53673,465,4260,6209,12,470,5981,43267,26019,19226,16566,5167,0
374,2018,4,Neuquén,59.07,40747,55634,3115,12425,2444,16,1328,3044,52313,1781,21452,17135,11025,6287
375,2018,4,Río Negro,51.86,68377,34292,1299,8037,4832,10,3840,1225,83412,6430,1344,9569,5070,3094
376,2018,4,Salta,39.8,74295,57539,638,2530,1853,10,490,3659,58492,36365,2291,10861,2242,0
377,2018,4,San Juan,31.9,51660,5838,806,2883,1211,6,220,1465,59811,1800,3120,10,1,6060
378,2018,4,San Luis,67.55,11108,7784,378,53097,23964,9,570,1090,19164,53183,1190,620,2,23635
379,2018,4,Santa Cruz,23.69,10659,4615,382,6378,2734,5,250,1150,23107,7790,2060,10,4,5310
380,2018,4,Santa Fe,65.59,335519,322782,14387,18705,28997,13,3350,31397,276301,121009,152039,74432,36427,2845
381,2018,4,Santiago Del Estero,37.4,25339,61243,23,2649,810,6,390,325,61347,20127,3686,770,483,3260
382,2018,4,Tierra Del Fuego,93.59,19789,23349,1623,0,1499,7,60,270,29919,6323,9894,240,67,0
383,2018,4,Tucumán,41.76,159215,11670,119,6860,3140,17,160,5244,82089,42766,26111,8470,14839,920
384,2018,3,Buenos Aires,64.44,1435856,1929273,156382,62318,26448,17,9910,80459,1445733,190805,63609,897964,237248,120464
385,2018,3,Capital Federal,49.06575,334353,1009252,35694,3872,9319,22,730,8493,287919,147253,370677,41502,165055,0
386,2018,3,Catamarca,32.92,27553,4443,15,10,2214,8,340,1994,18475,6358,532,340,7,2151
387,2018,3,Chaco,32.28,53927,42359,1990,2628,1129,13,700,3503,38729,24916,20335,11085,5667,1035
388,2018,3,Chubut,56.39,58887,23065,1239,13817,6728,6,670,3951,91096,6162,5310,6230,164,0
389,2018,3,Córdoba,64.24,337620,342401,15785,19213,10839,15,810,24767,224471,96372,221984,109333,39854,649
390,2018,3,Corrientes,34.25,56444,41300,212,1468,320,11,110,6754,38364,24953,16601,8357,4419,0
391,2018,3,Entre Ríos,50.22,103318,83714,2403,15093,800,11,180,9048,96095,45651,31353,15111,6786,0
392,2018,3,Formosa,29.58,22777,7589,817,13625,570,9,111,3365,22624,5259,9336,1729,1434,0
393,2018,3,Jujuy,23.26,33363,10856,32,6410,430,8,3450,302,29048,7756,4066,390,623,0
394,2018,3,La Pampa,71.75,12415,54574,8437,7011,9870,4,2420,8417,68507,3153,9200,1189,216,6980
395,2018,3,La Rioja,50.73,16587,34984,13,2530,350,6,90,1291,40647,4138,5425,200,339,0
396,2018,3,Mendoza,37.99,151033,40205,5744,8195,1852,6,200,1525,199297,2476,4727,270,129,0
397,2018,3,Misiones,32.1,56290,50793,512,3910,560,12,480,5749,39617,24747,21212,14674,4547,0
398,2018,3,Neuquén,60.49,46602,54129,998,12277,2712,15,1396,2244,55822,1647,23785,15218,9718,6105
399,2018,3,Río Negro,50.54,68590,33474,1252,5051,5125,10,4090,5221,75929,5120,14912,847,4332,3719
400,2018,3,Salta,39.43,76600,53980,678,2340,1391,9,1160,3721,61795,32782,25582,9224,502,0
401,2018,3,San Juan,33.05,54025,5838,826,2744,1048,6,220,1326,62525,1800,3120,30,1,0
402,2018,3,San Luis,52.35,11096,7784,368,52859,2314,9,570,1090,19170,5294,1190,630,2,1902
403,2018,3,Santa Cruz,32.73,18606,4574,585,6238,3996,5,260,1160,32815,7780,2060,10,3,0
404,2018,3,Santa Fe,63.41,339126,312866,11749,16337,15022,12,4670,36786,269211,115907,162545,62479,31266,13911
405,2018,3,Santiago Del Estero,36.25,25805,58789,23,1662,810,6,410,255,60260,19116,3806,640,265,0
406,2018,3,Tierra Del Fuego,92.77,19365,22649,1502,10,2047,6,60,1870,41569,227,2310,240,13,0
407,2018,3,Tucumán,41.68,161209,9280,110,2520,3150,15,160,5993,81559,43282,27062,9410,12187,0
408,2018,2,Buenos Aires,62.78,1450203,1807868,143626,71256,27746,15,1009,81354,1459443,295457,816056,536049,199589,113357
409,2018,2,Capital Federal,49.06575,342431,977916,35610,3908,9321,19,730,9234,290291,219166,445345,264805,142253,0
410,2018,2,Catamarca,32.86,27444,4415,15,10,2214,8,340,2414,14624,6112,4347,360,6,65
411,2018,2,Chaco,31.25,54134,40750,562,1946,1129,12,700,2968,34167,24282,21887,9251,4630,1035
412,2018,2,Chubut,54.9,58935,19591,1239,1407,6729,5,670,4471,85598,5369,40,50,9,501
413,2018,2,Córdoba,63.27,345141,327636,13832,16355,10109,14,810,21779,219630,102596,244291,78852,34950,811
414,2018,2,Corrientes,33.81,56541,39715,201,1468,320,11,110,7047,38268,24066,17926,678,3862,0
415,2018,2,Entre Ríos,49.2,104811,80376,2405,12313,800,10,180,8179,94459,4457,34281,12012,5920,0
416,2018,2,Formosa,29.43,23543,7311,18,13625,570,9,111,3568,22409,5176,9727,1313,1243,0
417,2018,2,Jujuy,23.43,33571,10856,23,6400,430,6,3450,332,29319,8083,3977,440,7,0
418,2018,2,La Pampa,71.04,12416,53587,8420,7011,9870,4,2440,8797,68083,2409,9650,9690,179,6980
419,2018,2,La Rioja,50.98,16663,34984,13,2530,350,6,90,1384,40679,4198,564,200,15,0
420,2018,2,Mendoza,36.97,152938,36872,3084,6206,1852,6,200,1658,164596,5150,2660,170,72,33788
421,2018,2,Misiones,31.63,57265,47923,512,3910,560,12,480,6092,39489,23569,23747,11888,3866,0
422,2018,2,Neuquén,60.24,46633,52855,998,12649,2713,13,1396,2408,56035,1314,26417,12442,8551,6105
423,2018,2,Río Negro,50.15,68667,32795,1252,4396,5125,10,4090,5298,75056,5230,1648,6663,3725,3975
424,2018,2,Salta,39.94,78386,53478,678,2340,1391,9,1160,399,61763,33285,28431,7239,182,0
425,2018,2,San Juan,32.95,54080,5068,826,3079,1048,6,220,1378,57591,110,0,30,0,5068
426,2018,2,San Luis,15.15,11104,7666,368,160,2314,6,570,1010,11992,110,0,70,2,9284
427,2018,2,Santa Cruz,33.33,18615,4474,585,6734,3997,5,260,1200,28600,6550,1000,10,3,4267
428,2018,2,Santa Fe,62.57,337934,304349,11354,15801,15114,12,7440,34267,262603,112143,17554,50525,26512,22257
429,2018,2,Santiago Del Estero,35.26,26074,55935,23,1662,810,6,410,2717,41362,18721,3278,310,31,17589
430,2018,2,Tierra Del Fuego,91.61,19372,22756,531,10,2047,6,60,1880,40912,2217,750,0,0,1070
431,2018,2,Tucumán,41.51,160315,8965,110,2520,3150,14,160,6735,79899,44968,27059,1084,8784,1305
432,2018,1,Buenos Aires,62.63,1452061,1793884,133928,64379,31194,14,1514,74766,1445752,292732,886678,480237,184203,105818
433,2018,1,Capital Federal,49.06575,349995,968483,35535,3164,9393,18,890,10039,292566,222737,487826,227953,127384,0
434,2018,1,Catamarca,32.79,27300,4415,15,10,2214,8,340,2896,14770,6145,3539,410,4,65
435,2018,1,Chaco,30.83,54879,40157,383,3880,113,12,700,3261,32516,24488,23296,8219,3897,1035
436,2018,1,Chubut,53.72,56375,19591,1194,1407,6729,5,670,4314,83161,5358,40,50,9,501
437,2018,1,Córdoba,63.52,349342,326894,13178,13237,11275,13,2810,23922,222815,1043,266259,57137,29228,10049
438,2018,1,Corrientes,32.66,56937,35225,888,1334,330,11,110,5005,37152,24038,19068,589,3256,0
439,2018,1,Entre Ríos,48.68,106998,75751,3789,10776,800,10,180,8861,90080,45599,37401,9818,5071,0
440,2018,1,Formosa,21.4,23556,7095,17,1603,570,11,111,3803,10092,5117,10061,1091,1046,0
441,2018,1,Jujuy,23.12,33856,10456,23,280,430,7,3450,4807,27219,8044,3925,490,4,0
442,2018,1,La Pampa,71.75,10807,51389,8386,10556,1926,4,2450,8119,67104,1616,1076,6140,98,3503
443,2018,1,La Rioja,51.44,16960,34984,13,2530,350,6,90,1485,40680,4217,5831,190,1,0
444,2018,1,Mendoza,37.07,152931,36872,3086,6206,1852,6,200,1662,164599,5010,2660,190,72,33788
445,2018,1,Misiones,30.96,56311,46880,328,50,560,12,480,47,35820,23291,26223,10241,3219,0
446,2018,1,Neuquén,61.52,46714,55072,1000,12404,2713,12,1396,2367,59468,1311,29012,9709,7378,6105
447,2018,1,Río Negro,49.82,68769,31712,1251,4259,5128,9,4090,5333,74894,5300,17997,4972,3129,3975
448,2018,1,Salta,39.78,79936,51534,118,2040,1391,9,1160,4459,60334,33088,30771,5145,88,0
449,2018,1,San Juan,32.61,54080,5068,826,2246,1048,6,220,1058,57078,110,0,30,0,5068
450,2018,1,San Luis,15.15,11104,7594,368,160,2314,6,570,1010,11920,110,0,70,2,9284
451,2018,1,Santa Cruz,33.55,18615,4474,1799,6734,2783,5,260,1200,28600,6550,1000,10,3,4267
452,2018,1,Santa Fe,62.28,341997,300421,10674,11636,15298,11,1359,33639,262008,108576,1889,39589,22801,23181
453,2018,1,Santiago Del Estero,34.99,26788,54594,23,1432,810,6,410,291,41298,18914,3449,330,2,17589
454,2018,1,Tierra Del Fuego,65.2,19372,9663,531,10,2047,6,60,3070,33987,20,0,0,0,1070
455,2018,1,Tucumán,41.18,158611,8921,107,3680,500,9,160,7472,78811,45675,26405,1218,7082,1305
456,2017,4,Buenos Aires,57.61,1241172,1718013,131181,60082,31448,13,3865,55046,1551194,264645,712513,33514,151747,114182
457,2017,4,Capital Federal,49.06575,571363,961688,36277,3119,9877,15,3140,31411,517018,28404,45812,178396,114939,0
458,2017,4,Catamarca,28.62,27083,263,11,10,22,8,340,3182,15315,5904,2927,430,2,2151
459,2017,4,Chaco,30.81,55035,39690,389,3800,1121,12,700,3432,37144,24088,20123,729,3289,1035
460,2017,4,Chubut,51.46,56378,15097,1187,1407,6708,5,670,4313,83676,5355,70,50,9,0
461,2017,4,Córdoba,63.33,349710,324709,12778,12043,10739,12,2910,25411,280837,102892,217602,40898,24251,8429
462,2017,4,Corrientes,32.52,56786,34722,894,1334,350,10,110,522,41080,23686,16046,5053,2675,0
463,2017,4,Entre Ríos,47.89,107764,73692,1894,10267,860,9,1685,9078,95466,45189,3001,7958,4113,0
464,2017,4,Formosa,21.27,23410,6973,19,1603,510,10,111,4061,13220,4867,6996,9770,824,0
465,2017,4,Jujuy,22.74,33844,9626,20,280,340,7,3450,5364,26566,7721,3507,440,3,0
466,2017,4,La Pampa,71.05,10808,50495,8272,10569,1927,4,3100,8729,66053,1227,7920,3910,81,3503
467,2017,4,La Rioja,51.57,16912,34984,14,2530,310,6,90,1488,40777,4083,5813,220,3,0
468,2017,4,Mendoza,33.33,152896,16114,3015,6206,192,6,260,1656,177646,4380,2780,290,81,0
469,2017,4,Misiones,31.14,56271,47470,95,50,540,11,1053,39,41723,23131,22262,9091,2735,0
470,2017,4,Neuquén,61.24,46739,54119,1017,12404,2692,11,1396,2372,68036,1325,22781,7528,6300,6105
471,2017,4,Río Negro,49.38,68690,30451,1250,4259,5114,8,4090,5598,81078,4850,12502,3447,2440,3719
472,2017,4,Salta,39.8,80705,50446,127,1580,1376,8,6360,4275,73284,32842,18968,3559,84,0
473,2017,4,San Juan,30.3,54079,451,812,2246,1036,6,220,1062,57525,90,0,20,2,0
474,2017,4,San Luis,10.59,11104,1119,335,170,2329,6,590,1010,12822,80,0,10,7,1902
475,2017,4,Santa Cruz,28.91,18614,1668,582,4638,395,5,680,780,29073,6550,1000,10,3,0
476,2017,4,Santa Fe,61.71,341680,293831,10602,10965,15382,10,3109,34132,309998,108939,151329,30736,19602,14119
477,2017,4,Santiago Del Estero,29.13,27313,40407,19,1025,800,6,410,3091,43544,18773,3359,320,2,0
478,2017,4,Tierra Del Fuego,59.89,19372,6906,530,10,2045,5,60,3100,31334,20,0,0,0,0
479,2017,4,Tucumán,39.9,156583,5223,105,1020,3190,9,1050,8164,78750,45241,24318,1303,4367,0
480,2017,3,Buenos Aires,55.63,1288025,1571180,124920,35058,38777,8,6577,51411,1733479,311652,676137,140812,108400,0
481,2017,3,Capital Federal,49.06575,583249,941092,33481,2814,9723,11,2830,33924,590689,311411,4263,120675,91917,0
482,2017,3,Catamarca,32.49,26873,4411,12,10,2181,5,520,3204,15383,5758,2563,500,1,0
483,2017,3,Chaco,29.98,54888,37307,456,360,1072,8,950,3496,40059,23008,20307,3827,2004,0
484,2017,3,Chubut,46.22,56359,5645,1217,13503,682,3,4360,3989,71843,2336,30,0,0,0
485,2017,3,Córdoba,62.31,344580,319360,10579,7137,14988,9,3270,26154,309161,100113,189302,38131,16741,0
