,Año,Trimestre,Provincia,Accesos por cada 100 hogares,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Mbps (Media de bajada),HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS
486,2017,3,Corrientes,32.17,56247,33993,947,1334,270,7,240,5629,44305,22785,15576,2635,1607,0
487,2017,3,Entre Ríos,45.96,107774,69596,1786,6245,630,7,1691,7545,98032,42947,29011,3878,2397,0
488,2017,3,Formosa,21.35,22647,6816,428,2202,120,7,1063,3716,13752,5187,6056,8990,459,0
489,2017,3,Jujuy,22.65,33796,9395,20,230,80,5,3370,5723,26835,7369,2962,410,2,0
490,2017,3,La Pampa,69.14,11378,49679,5153,11536,1944,3,3430,8244,64794,8550,5880,3270,51,0
491,2017,3,La Rioja,51.47,16638,34984,14,2520,250,5,160,1497,40882,3899,5604,230,3,0
492,2017,3,Mendoza,35.7,154036,33788,2772,290,1866,4,320,950,158461,1150,670,290,19,0
493,2017,3,Misiones,30.21,56472,43880,110,50,90,8,1058,4123,42900,22808,23913,3843,1881,0
494,2017,3,Neuquén,60.83,48001,52468,1044,11576,2695,8,2036,1457,72532,1034,20213,7067,4937,0
495,2017,3,Río Negro,48.52,69301,30018,1106,3054,4017,5,4220,5641,83900,3060,10116,2965,1659,0
496,2017,3,Salta,39.84,80782,50284,127,1580,1167,6,6450,4494,78830,32433,1462,2315,63,0
497,2017,3,San Juan,32.37,54499,5068,816,1053,1013,3,310,1077,57582,10,0,20,2,0
498,2017,3,San Luis,15.48,11407,7576,347,260,2363,4,630,30,12325,70,0,10,7,0
499,2017,3,Santa Cruz,33.29,19220,5487,1544,4552,2887,4,1880,230,29102,5420,660,330,1,0
500,2017,3,Santa Fe,60.91,322953,290655,6338,4897,37499,8,3116,34019,320017,104453,125339,24536,12982,0
501,2017,3,Santiago Del Estero,35.12,27733,54096,19,9110,350,5,690,3288,40435,18489,3047,300,2,0
502,2017,3,Tierra Del Fuego,65.74,21587,7012,622,10,2244,3,90,2970,33858,0,0,0,0,0
503,2017,3,Tucumán,39.7,154130,6431,106,400,3050,6,1090,8948,83070,45302,20514,1361,655,0
504,2017,2,Buenos Aires,56.27,1378549,1535037,119132,21555,24358,7,7548,47472,1910156,299009,573298,93059,46178,0
505,2017,2,Capital Federal,49.06575,615262,932466,38628,2819,11016,9,5560,35663,726223,30497,378571,80234,37977,0
506,2017,2,Catamarca,25.98,26401,255,14,10,340,5,150,3318,15655,5325,2342,470,1,0
507,2017,2,Chaco,29.05,54449,35613,458,520,390,8,1910,3733,42590,22349,18044,3157,545,0
508,2017,2,Chubut,35.55,43994,1067,916,13194,4804,3,4030,4186,73760,188,0,0,0,0
509,2017,2,Córdoba,58.97,341748,303488,4451,6446,1505,7,2510,26862,370865,88479,146683,20351,5069,0
510,2017,2,Corrientes,31.39,55262,33192,258,1354,310,7,150,5912,46483,21776,13043,2218,647,0
511,2017,2,Entre Ríos,45.39,108309,67650,254,6448,710,6,168,7944,104422,418,23524,2604,823,0
512,2017,2,Formosa,19.97,22493,6410,17,1023,130,6,1486,3419,14787,4795,4583,7490,139,0
513,2017,2,Jujuy,22.4,33742,8858,22,0,350,5,3110,5877,26915,6974,2538,420,1,0
514,2017,2,La Pampa,63.49,12754,48310,5194,6253,5110,3,3560,8633,59045,5580,3360,2440,21,0
515,2017,2,La Rioja,16.2,16244,0,15,20,280,6,90,1554,9304,3599,1796,240,2,0
516,2017,2,Mendoza,31.76,153331,13030,2581,270,1784,4,1090,240,177203,920,500,50,22,0
517,2017,2,Misiones,30.09,56752,42925,103,50,90,8,1011,4447,47244,22033,21599,2892,570,0
518,2017,2,Neuquén,61.91,51794,50283,1133,11545,2678,7,1542,1395,81272,8490,18051,4774,1703,0
519,2017,2,Río Negro,46.02,67038,29147,961,3213,126,5,9730,5606,88085,2450,799,1921,559,0
520,2017,2,Salta,32.74,80184,27280,115,1580,8040,6,5940,4719,67576,23185,11333,1068,76,0
521,2017,2,San Juan,26.96,48670,451,772,1073,9150,3,150,1930,58588,0,0,0,4,0
522,2017,2,San Luis,9.51,11432,1120,354,260,3750,4,80,40,14014,0,0,10,2,0
523,2017,2,Santa Cruz,26.25,15311,2722,1365,4735,2255,4,1880,240,30913,5410,660,330,0,0
524,2017,2,Santa Fe,52.27,329813,228102,3234,4958,1173,7,4967,38721,311830,92854,97563,16794,4275,0
525,2017,2,Santiago Del Estero,14.12,28337,3900,19,9110,290,5,260,3539,20384,6432,2802,160,0,0
526,2017,2,Tierra Del Fuego,68.46,22636,6905,665,10,235,3,160,2850,35409,0,0,0,0,0
527,2017,2,Tucumán,38.19,149013,5223,116,140,450,6,960,9236,83342,42536,17788,1371,21,0
528,2017,1,Buenos Aires,58.57,1559178,1465817,118839,212,24342,7,6017,83918,2057698,402315,52354,90937,22299,0
529,2017,1,Capital Federal,49.06575,428801,918328,38259,273,10928,8,5100,1409,678922,218487,277195,66536,19881,0
530,2017,1,Catamarca,25.66,26020,248,14,10,340,5,150,3328,15861,4901,2161,490,0,0
531,2017,1,Chaco,28.62,54430,34277,252,520,390,7,1910,3835,44544,21467,15671,3025,314,0
532,2017,1,Chubut,35.66,43994,999,916,13194,4793,3,4010,4182,73759,1808,0,0,0,0
533,2017,1,Córdoba,57.65,335673,293479,4871,5782,1394,7,500,28732,391556,82011,118643,19035,2071,0
534,2017,1,Corrientes,30.94,54993,31994,236,1354,310,6,150,604,48149,20586,11468,2044,303,0
535,2017,1,Entre Ríos,44.91,108509,65095,230,6448,710,6,168,808,108379,39146,20562,2254,317,0
536,2017,1,Formosa,19.84,22438,6215,16,1023,130,6,1535,3538,15473,4446,4058,6350,22,0
537,2017,1,Jujuy,22.76,33869,9278,22,0,340,4,3300,6213,27824,6486,2306,440,0,0
538,2017,1,La Pampa,62.67,12754,47195,5194,6253,5170,3,3620,9279,57739,3310,1920,1650,11,0
539,2017,1,La Rioja,16.2,16180,0,15,20,280,5,90,1578,9486,3409,1718,220,2,0
540,2017,1,Mendoza,31.84,153326,13030,2581,270,1769,4,1060,150,177201,860,500,50,22,0
541,2017,1,Misiones,29.52,57363,40142,101,50,80,7,101,4665,45950,23847,19356,2627,166,0
542,2017,1,Neuquén,61.02,51771,48109,1124,11665,267,6,1547,1418,83813,9020,1513,4223,458,0
543,2017,1,Río Negro,46.03,67075,28785,954,3213,1261,4,9860,5647,89622,2460,6738,1594,200,0
544,2017,1,Salta,32.58,79837,26845,114,1580,6790,5,5790,4861,70922,21554,9386,2670,74,0
545,2017,1,San Juan,27.04,48670,451,772,1073,9070,3,80,1920,58588,0,0,0,4,0
546,2017,1,San Luis,9.55,11432,1120,354,260,3750,4,80,40,14014,0,0,10,2,0
547,2017,1,Santa Cruz,26.52,15502,2722,1272,4733,2257,4,1900,230,31078,4740,680,300,0,0
548,2017,1,Santa Fe,51.97,327458,226094,3210,4948,1172,6,4966,39463,340418,77152,83008,15775,1831,0
549,2017,1,Santiago Del Estero,14.7,29616,3900,19,9110,290,5,260,3772,21659,6218,2786,170,0,0
550,2017,1,Tierra Del Fuego,68.92,22636,6905,665,10,235,3,160,2850,35409,0,0,0,0,0
551,2017,1,Tucumán,37.9,147373,5223,116,140,450,6,960,9682,86470,39155,15951,1383,13,0
552,2016,4,Buenos Aires,61.24,1563542,1414676,118747,21394,24342,6,6055,86281,2085605,403575,467398,72348,17279,0
553,2016,4,Capital Federal,49.06575,434835,914952,38161,2583,10928,8,5170,1477,704324,225723,264582,53506,16756,0
554,2016,4,Catamarca,26.54,26735,250,14,10,340,5,150,3478,16519,4889,2077,540,0,0
555,2016,4,Chaco,28.79,54974,33534,248,520,390,7,1910,3983,45634,21323,14887,2586,250,0
556,2016,4,Chubut,36.07,43994,955,916,13107,4793,3,4010,4493,73951,1352,0,0,0,0
557,2016,4,Córdoba,57.7,337368,289344,3368,5686,7890,6,500,2938,404645,77966,108368,15458,1606,0
558,2016,4,Corrientes,30.98,54981,31497,233,1354,310,6,150,6109,48995,20187,10908,1645,234,0
559,2016,4,Entre Ríos,45.21,109359,64141,226,6448,710,6,168,8253,110296,38491,19509,1801,280,0
560,2016,4,Formosa,19.85,22400,6061,16,1023,130,6,1573,3519,15791,4114,3855,6490,17,0
561,2016,4,Jujuy,22.65,33838,8731,22,0,340,4,3030,6225,27778,6143,2134,430,0,0
562,2016,4,La Pampa,63.02,12754,47245,5054,6253,5220,3,3680,9789,56694,160,3350,1320,11,0
563,2016,4,La Rioja,16.46,16270,0,16,20,280,5,90,1646,9635,3334,1675,130,3,0
564,2016,4,Mendoza,32.11,153320,13030,2579,270,1769,4,1140,160,177194,790,490,50,20,0
565,2016,4,Misiones,29.72,57983,39294,100,50,80,7,101,4783,47454,23433,18371,2215,126,0
566,2016,4,Neuquén,60.87,51742,46389,1124,1191,267,6,1539,1406,84859,7920,14153,3073,271,0
567,2016,4,Río Negro,46.39,67057,28474,954,3274,1261,4,9980,2953,92967,2480,6317,1174,122,0
568,2016,4,Salta,32.69,79389,26657,110,1580,6210,5,5770,5027,71636,20787,8611,2390,70,0
569,2016,4,San Juan,27.29,48670,451,772,1121,9070,3,80,2200,58608,0,0,0,4,0
570,2016,4,San Luis,9.64,11432,1120,354,260,3750,4,80,40,14014,0,0,10,2,0
571,2016,4,Santa Cruz,27.05,15607,2722,1055,4823,2257,4,1890,230,31369,3420,800,100,0,0
572,2016,4,Santa Fe,52.19,326721,225792,3201,4946,1172,6,4966,40102,349722,74401,77667,13155,1529,0
573,2016,4,Santiago Del Estero,15.07,30192,3900,19,9110,290,5,260,3925,22246,6178,2664,150,0,0
574,2016,4,Tierra Del Fuego,70.31,22636,6905,665,10,235,3,160,2850,35409,0,0,0,0,0
575,2016,4,Tucumán,37.98,146995,4482,116,140,450,6,960,10021,87994,37721,14389,14,10,0
576,2016,3,Buenos Aires,60.14,1574216,1355770,113463,18867,24276,6,5856,107945,2148475,39353,399116,529,13318,0
577,2016,3,Capital Federal,49.06575,447726,905105,36796,2514,10963,7,3310,9950,759028,208249,240856,38341,13886,0
578,2016,3,Catamarca,26.48,26689,248,14,10,180,5,150,4038,16183,4845,1853,500,0,0
579,2016,3,Chaco,28.91,56251,32730,232,20,150,7,1900,5227,46821,21193,13746,2022,217,0
580,2016,3,Chubut,36.18,43987,935,916,13364,475,3,4660,519,74375,6740,0,0,0,0
581,2016,3,Córdoba,58.24,348481,285480,2540,5695,3950,6,480,41329,415075,75988,99225,11691,1322,0
582,2016,3,Corrientes,31.07,55934,30813,217,1354,220,6,150,7425,49471,19956,10006,1263,210,0
583,2016,3,Entre Ríos,45.44,112588,61850,206,6441,640,6,1768,10657,110844,38665,17737,1307,248,0
584,2016,3,Formosa,18.64,21800,5905,9,0,20,5,1723,4277,15581,3964,3658,6480,10,0
585,2016,3,Jujuy,22.61,34250,8236,22,0,300,4,2860,6878,27425,5943,1978,310,0,0
586,2016,3,La Pampa,61.73,12751,45952,4910,6236,5150,3,3740,10187,55792,150,2240,1140,11,0
587,2016,3,La Rioja,17.07,16891,0,15,20,220,5,90,2349,9686,3316,1562,110,2,0
588,2016,3,Mendoza,32.09,153233,13030,2576,280,1757,4,370,100,178186,730,480,50,17,0
589,2016,3,Misiones,29.91,59776,38130,79,50,70,7,101,603,48871,23394,17043,1559,91,0
590,2016,3,Neuquén,60.21,51752,44739,1093,12402,2617,5,1531,1527,87404,6800,12541,2118,225,0
591,2016,3,Río Negro,46.39,67043,28496,942,3293,1252,4,1007,6026,90689,2070,5953,7900,99,0
592,2016,3,Salta,32.96,80866,26113,90,1570,5650,5,1107,6922,71214,20229,8099,1970,50,0
593,2016,3,San Juan,27.32,48670,451,770,1174,9030,3,80,2450,58577,0,0,0,2,0
594,2016,3,San Luis,9.63,11432,1113,354,230,3710,4,70,40,14077,0,0,10,2,0
595,2016,3,Santa Cruz,26.84,15570,2722,817,4978,217,4,1890,220,31904,2210,520,90,0,0
596,2016,3,Santa Fe,52.67,334911,223011,3037,4862,119,6,3958,49501,360606,72657,69864,1021,1308,0
597,2016,3,Santiago Del Estero,15.33,31730,3900,19,30,80,5,260,5097,22747,6216,2497,90,0,0
598,2016,3,Tierra Del Fuego,68.94,22636,6276,665,10,2347,3,160,2850,35080,0,0,0,0,0
599,2016,3,Tucumán,37.9,147259,3850,116,530,410,6,1270,12247,87970,36518,1315,1288,4,0
600,2016,2,Buenos Aires,59.34,1579448,1305949,113070,21163,25661,5,10786,133385,2250898,335296,334723,31494,11933,0
601,2016,2,Capital Federal,49.06575,450644,892209,36669,239,12672,7,4352,1736,859039,146091,21301,19597,13477,0
602,2016,2,Catamarca,26.07,26262,245,14,10,340,4,150,5736,14742,4567,1496,470,1,0
603,2016,2,Chaco,28.59,56112,31825,221,520,410,6,1970,8063,45823,20346,1209,1571,201,0
604,2016,2,Chubut,36.12,43977,867,916,13293,4803,3,5720,5421,73078,7750,0,0,0,0
605,2016,2,Córdoba,57.55,348891,277615,1709,561,1089,6,2580,5705,437547,7198,82618,8355,1242,0
606,2016,2,Corrientes,30.58,55511,29845,203,1354,430,6,410,10018,47916,192,8851,8030,191,0
607,2016,2,Entre Ríos,44.74,112809,58768,169,6434,1930,5,4734,16368,115000,36917,15522,8490,205,0
608,2016,2,Formosa,19.37,22101,5658,6,1023,140,5,1675,5401,14370,3569,3218,5930,10,0
609,2016,2,Jujuy,21.89,33758,7374,22,0,350,4,2561,8292,25301,5589,175,30,0,0
610,2016,2,La Pampa,60.44,12754,44654,4708,6225,5470,3,4290,10616,63928,150,1190,960,11,0
611,2016,2,La Rioja,16.88,16691,0,15,20,280,5,100,3151,9043,319,1344,30,5,0
612,2016,2,Mendoza,32.13,153321,13030,2576,290,1868,4,4370,300,176922,610,440,50,20,0
613,2016,2,Misiones,29.24,59573,36145,77,50,150,6,1973,7899,49586,21385,1482,1073,96,0
614,2016,2,Neuquén,59.1,51742,42370,1088,12466,2849,5,1916,1691,88854,5830,10241,1285,208,0
615,2016,2,Río Negro,46.24,67031,28100,939,33,1334,4,1189,6107,92158,1940,4877,5200,86,0
616,2016,2,Salta,32.08,79438,24719,85,1510,5390,5,216,10123,70875,18759,7129,1400,49,0
617,2016,2,San Juan,27.34,48670,451,770,1214,9080,3,100,2730,57589,0,0,0,4,0
618,2016,2,San Luis,9.6,11432,1063,354,300,3770,4,120,40,13931,0,0,10,2,0
619,2016,2,Santa Cruz,26.73,15453,2722,396,4996,2586,4,2440,260,31995,1420,200,0,0,0
620,2016,2,Santa Fe,52.44,336244,219088,2981,4744,1417,5,9486,67325,374960,68505,60469,6509,1277,0
621,2016,2,Santiago Del Estero,15.89,32101,3900,19,9110,300,4,7040,6705,22208,5943,2108,10,0,0
622,2016,2,Tierra Del Fuego,67.72,22636,5707,665,10,235,3,160,2860,38773,0,0,0,0,0
623,2016,2,Tucumán,37.24,145486,2968,116,580,490,5,2310,18515,83945,33891,1131,1032,2,0
624,2016,1,Buenos Aires,57.34,1583560,1200859,111231,21108,25757,5,7351,9788,2214760,289929,247372,8315,9529,0
625,2016,1,Capital Federal,49.06575,454425,832126,36332,2284,12729,6,231,43686,869048,178665,192644,6577,10838,0
626,2016,1,Catamarca,25.91,26096,243,15,10,340,4,150,6102,14653,4241,1334,420,1,0
627,2016,1,Chaco,28.08,56353,29994,211,520,410,6,1940,8755,46304,19388,10587,1238,184,0
628,2016,1,Chubut,36.09,43967,834,916,1328,4803,3,940,5095,72396,1066,0,0,0,0
629,2016,1,Córdoba,55.28,350884,252346,674,5636,3860,5,1480,59484,414452,65763,66455,4143,1039,0
630,2016,1,Corrientes,30.08,55454,28491,192,1354,450,5,290,1069,47833,18375,7911,5260,170,0
631,2016,1,Entre Ríos,43.85,113101,54948,146,6425,1930,5,2864,17749,104137,35104,14057,4570,165,0
632,2016,1,Formosa,19.04,21852,5420,5,1023,140,5,1738,5731,14163,3229,2906,5440,5,0
633,2016,1,Jujuy,21.41,33481,6751,22,0,350,4,2543,8558,22383,5188,1623,0,0,0
634,2016,1,La Pampa,57.84,12754,41881,4536,6209,5490,3,4260,11065,52117,150,780,710,11,0
635,2016,1,La Rioja,16.83,16645,0,16,20,280,5,100,3382,9060,298,1254,20,3,0
636,2016,1,Mendoza,32.12,153299,13030,2576,340,1871,4,2350,210,175376,470,430,50,17,0
637,2016,1,Misiones,28.37,59538,33330,70,50,150,6,9590,8502,50061,19195,13363,7790,68,0
638,2016,1,Neuquén,55.75,51702,36122,1085,12502,285,4,172,1737,86310,4790,7893,1430,171,0
639,2016,1,Río Negro,45.84,66894,27312,937,3341,1338,4,1171,6105,90038,2030,4246,770,81,0
640,2016,1,Salta,31.32,78973,22741,73,1320,5070,5,1119,10765,65646,17748,6643,1190,31,0
641,2016,1,San Juan,27.33,48670,451,770,1195,9080,3,90,3090,56447,0,0,0,2,0
642,2016,1,San Luis,9.59,11432,1042,354,270,3770,4,80,40,13645,0,0,10,2,0
643,2016,1,Santa Cruz,26.87,15654,2723,396,5088,2426,3,1680,290,32188,80,0,0,0,0
644,2016,1,Santa Fe,51.28,338052,204816,3014,4686,1428,5,6492,71565,353525,64117,51293,3754,1063,0
645,2016,1,Santiago Del Estero,16.21,32838,3900,19,9110,300,4,7030,7219,22805,5769,1898,0,0,0
646,2016,1,Tierra Del Fuego,65.83,22636,4834,665,10,235,3,160,2850,33003,0,0,0,0,0
647,2016,1,Tucumán,36.72,144233,2165,116,740,490,5,1060,20092,84008,3149,10046,8710,0,0
648,2015,4,Buenos Aires,58.29,1586343,1223603,103269,20397,25773,5,7985,100303,2253197,27456,240188,3835,8180,0
649,2015,4,Capital Federal,49.06575,455427,879950,19818,2273,12758,6,2417,46568,916813,172029,198635,3087,10899,0
650,2015,4,Catamarca,26.24,26180,242,15,10,340,4,150,6513,14484,4106,1313,390,1,0
651,2015,4,Chaco,28.35,56818,29456,186,520,410,6,1940,9593,46771,18608,10092,1136,159,0
652,2015,4,Chubut,36.89,43968,811,916,13521,4803,3,6250,5774,71881,1680,0,0,0,0
653,2015,4,Córdoba,57.36,353530,266062,480,5613,3850,5,1480,63746,427471,62989,67151,3336,1088,0
654,2015,4,Corrientes,30.34,55681,28178,177,1354,450,5,290,11248,48104,17877,7569,4560,150,0
655,2015,4,Entre Ríos,44.11,113983,53411,122,6427,1940,5,2865,18883,104224,33989,13668,3990,163,0
656,2015,4,Formosa,19.07,21734,5314,4,1023,140,5,1791,6081,14279,2704,2713,5190,4,0
657,2015,4,Jujuy,21.47,32934,6933,22,0,350,4,2551,8876,21867,5044,1587,0,0,0
658,2015,4,La Pampa,58.76,12755,42705,4327,6205,3740,3,5920,12951,48798,160,630,490,10,0
659,2015,4,La Rioja,17.32,16886,0,16,20,280,5,100,3638,9127,2937,1215,20,3,0
660,2015,4,Mendoza,32.49,153293,13030,2572,380,1874,4,2410,230,174719,380,410,50,13,0
661,2015,4,Misiones,28.69,60252,32533,48,50,150,6,9590,9169,51029,17281,1369,6750,52,0
662,2015,4,Neuquén,58.29,51680,38902,1048,12934,2852,4,1727,2061,89678,4550,7934,90,175,0
663,2015,4,Río Negro,46.44,66851,27221,915,3407,1328,4,3282,4473,89062,2010,4024,50,75,0
664,2015,4,Salta,31.59,78744,22446,47,1290,5540,5,1122,11387,65677,17139,6507,990,5,0
665,2015,4,San Juan,27.66,48670,451,770,123,9080,3,90,3860,55761,0,0,0,2,0
666,2015,4,San Luis,9.71,11432,1025,354,300,3770,4,80,40,13473,0,0,10,2,0
667,2015,4,Santa Cruz,27.74,15614,2723,396,5261,2409,3,1880,260,32338,30,0,0,0,0
668,2015,4,Santa Fe,52.61,339843,212911,2885,4596,1437,5,6659,7577,361264,60985,51258,3079,1189,0
669,2015,4,Santiago Del Estero,17.0,33582,4365,19,1139,300,4,7030,7836,23074,5669,1856,0,0,0
670,2015,4,Tierra Del Fuego,66.46,22636,4301,665,10,235,3,160,2850,32662,0,0,0,0,0
671,2015,4,Tucumán,37.06,144188,1653,116,880,500,5,1070,218,83887,29942,9507,8370,0,0
672,2015,3,Buenos Aires,57.69,1585467,1183894,113590,19989,25825,5,8361,107351,2266948,262564,200491,2642,7720,0
673,2015,3,Capital Federal,49.06575,454815,871262,30974,2229,12788,6,2448,4934,942525,159618,175594,2028,10022,0
674,2015,3,Catamarca,25.86,25801,242,15,10,340,4,150,6871,14206,4143,8120,430,1,0
675,2015,3,Chaco,27.96,56282,28809,186,520,410,5,2400,10353,47131,19016,7498,9790,157,0
676,2015,3,Chubut,36.81,43964,792,916,13408,4803,3,6410,5886,71668,1670,0,0,0,0
677,2015,3,Córdoba,57.08,351692,264055,1450,5412,3890,5,1500,68765,429787,61109,59372,2582,1048,0
678,2015,3,Corrientes,30.17,55792,27604,176,134,470,5,330,11921,48127,18168,6111,4530,146,0
679,2015,3,Entre Ríos,43.68,113909,51945,122,6261,1970,5,2863,20385,103990,34788,9924,3840,153,0
680,2015,3,Formosa,18.84,21573,5264,2,8990,140,4,1862,6521,14354,2791,1842,3790,2,0
681,2015,3,Jujuy,21.27,32598,6895,22,0,350,4,2549,9278,21588,5169,9660,0,0,0
682,2015,3,La Pampa,57.96,12755,41886,4078,6195,5570,3,6130,13087,47660,90,550,390,10,0
683,2015,3,La Rioja,17.15,16725,0,16,20,280,4,100,384,9102,2984,8320,0,3,0
684,2015,3,Mendoza,32.49,153299,13030,2572,420,188,4,2560,250,173430,450,180,50,13,0
685,2015,3,Misiones,28.31,59921,31635,46,50,150,6,9580,9809,51234,17367,11654,5590,43,0
686,2015,3,Neuquén,54.6,47102,36620,1045,13051,2798,4,1733,2124,85044,2100,6599,20,155,0
687,2015,3,Río Negro,46.39,66806,27130,917,3415,1346,4,3372,4457,88691,990,3826,10,62,0
688,2015,3,Salta,31.18,78064,21688,47,1290,6450,4,1126,12223,65405,17451,4318,610,5,0
689,2015,3,San Juan,27.67,48670,451,770,1231,9080,3,90,3910,54963,0,0,0,2,0
690,2015,3,San Luis,9.71,11432,1025,354,310,3770,4,90,40,13286,0,0,10,2,0
691,2015,3,Santa Cruz,27.61,15540,2718,396,5226,2391,3,1900,250,32266,20,0,0,0,0
692,2015,3,Santa Fe,52.15,337042,209673,4169,4426,1428,5,6767,80817,363177,59531,42021,232,1133,0
693,2015,3,Santiago Del Estero,17.12,33886,4365,19,1097,300,4,7030,8332,23158,5956,1249,0,0,0
694,2015,3,Tierra Del Fuego,74.86,22636,8085,665,10,235,3,150,2850,36408,20,0,0,0,0
695,2015,3,Tucumán,36.61,142925,1135,116,880,500,5,1070,23687,83654,29998,6232,6230,0,0
696,2015,2,Buenos Aires,56.8,1581770,1141052,115660,19268,2604,4,8714,137189,2299705,243503,159922,201,6712,0
697,2015,2,Capital Federal,49.06575,453178,858342,19786,2172,12806,5,2493,51799,990112,148569,142976,1482,9258,0
698,2015,2,Catamarca,25.45,25387,242,15,10,340,4,150,7253,14003,3776,5930,370,1,0
699,2015,2,Chaco,27.46,55767,27809,179,520,410,5,2880,11058,47551,17675,6337,7880,149,0
700,2015,2,Chubut,36.58,43949,762,916,13055,4803,3,6560,6032,55791,1680,0,0,0,0
701,2015,2,Córdoba,55.87,348130,255596,435,5199,3860,5,1560,72695,434717,54993,46415,1956,903,0
702,2015,2,Corrientes,29.58,55238,26553,157,1321,470,5,340,12542,48015,17184,5039,3790,126,0
703,2015,2,Entre Ríos,42.93,113378,49767,119,6031,1970,5,2864,21986,104043,32293,7867,3540,136,0
704,2015,2,Formosa,18.36,21097,5164,2,7370,500,4,1881,6907,14247,2436,1324,2570,1,0
705,2015,2,Jujuy,20.29,32183,5482,22,0,350,3,2479,9474,20248,4792,7300,0,0,0
706,2015,2,La Pampa,56.71,12756,40825,3719,619,5620,3,5737,8182,46235,270,240,250,10,0
707,2015,2,La Rioja,16.88,16463,0,16,20,280,4,100,4082,9093,268,6410,0,3,0
708,2015,2,Mendoza,32.49,153301,13030,2572,380,1882,4,2680,260,170451,420,160,50,13,0
709,2015,2,Misiones,27.35,59179,29283,37,50,150,5,9580,1036,51671,15022,10072,4080,33,0
710,2015,2,Neuquén,53.12,47078,34183,1044,12781,2799,4,1755,2348,82727,2140,5168,20,110,0
711,2015,2,Río Negro,45.98,66738,26268,916,3457,1348,4,3413,4525,87362,970,324,10,51,0
712,2015,2,Salta,30.46,77214,20297,47,1290,5800,4,1123,1302,64737,16241,3114,290,5,0
713,2015,2,San Juan,27.64,48670,451,770,1189,9080,3,80,4100,51568,0,0,0,2,0
714,2015,2,San Luis,9.71,11432,1025,354,330,3770,4,90,40,13204,0,0,10,2,0
715,2015,2,Santa Cruz,27.07,15343,2707,396,4917,24,3,2100,250,25519,20,0,0,0,0
716,2015,2,Santa Fe,51.18,333117,204685,2877,432,1389,4,6827,86016,364441,53205,33894,1856,1014,0
717,2015,2,Santiago Del Estero,17.11,33873,4365,19,1091,300,4,7030,8779,23456,5553,8880,0,0,0
718,2015,2,Tierra Del Fuego,74.51,22636,7927,665,10,235,3,150,2850,36073,20,0,0,0,0
719,2015,2,Tucumán,35.69,139944,479,116,880,500,4,1070,25178,83462,26966,4502,4550,0,0
720,2015,1,Buenos Aires,56.37,1583135,1096836,134177,18754,2894,4,8882,123589,2267852,22007,126958,1561,5700,0
721,2015,1,Capital Federal,49.06575,454934,841743,19334,1994,14716,5,2545,59084,1013510,134151,114569,1195,8401,0
722,2015,1,Catamarca,25.11,25033,241,16,10,410,3,130,7634,13754,3202,5170,90,1,0
723,2015,1,Chaco,26.65,54952,26161,164,270,560,5,260,12053,47425,15883,5346,4890,135,0
724,2015,1,Chubut,37.61,45645,717,906,1254,5465,3,6510,6176,57333,1020,0,0,0,0
725,2015,1,Córdoba,54.7,343883,247564,415,4645,4500,4,1570,78427,432802,46574,37443,1615,815,0
726,2015,1,Corrientes,28.95,54649,25372,129,1319,620,5,360,13295,47842,15554,4424,2350,98,0
727,2015,1,Entre Ríos,42.07,112363,47411,108,5943,2450,4,2867,23951,104168,28113,6926,2740,119,0
728,2015,1,Formosa,18.12,21022,4951,1,6700,560,3,1891,7336,14413,2024,8780,1570,1,0
729,2015,1,Jujuy,19.69,31505,5048,22,0,360,3,2458,9754,19858,3939,6030,0,0,0
730,2015,1,La Pampa,55.51,13143,39571,3215,6164,6040,3,6059,8054,45038,260,100,130,10,0
731,2015,1,La Rioja,16.7,16282,0,16,20,330,4,110,4201,9379,2207,5330,0,3,0
732,2015,1,Mendoza,32.37,152433,13030,2542,290,2126,4,2870,240,169763,380,160,60,11,0
733,2015,1,Misiones,26.31,58262,26836,30,50,130,5,9580,11136,51906,12387,8543,1940,26,0
734,2015,1,Neuquén,51.95,47518,32152,1024,12088,296,4,1895,2577,80787,1700,4067,20,76,0
735,2015,1,Río Negro,45.33,66274,25217,907,3473,1462,4,3371,4913,86173,940,2632,20,42,0
736,2015,1,Salta,30.01,76280,19781,47,1290,5740,4,1123,14151,64992,13955,2569,150,5,0
737,2015,1,San Juan,27.55,48441,451,755,1165,1007,3,80,4450,51346,0,0,0,2,0
738,2015,1,San Luis,9.72,11414,1025,351,300,4120,4,100,80,12720,0,10,0,2,0
739,2015,1,Santa Cruz,27.99,16215,2700,392,4772,2562,3,2050,270,26048,20,0,0,0,0
740,2015,1,Santa Fe,50.24,328809,199037,2845,4239,1507,4,6883,93096,360964,4527,27597,1542,900,0
741,2015,1,Santiago Del Estero,17.06,33813,4365,19,102,350,4,7010,9236,23136,4796,7480,0,0,0
742,2015,1,Tierra Del Fuego,74.23,22291,7924,657,10,2583,3,140,6090,36319,20,0,0,0,0
743,2015,1,Tucumán,35.08,137857,115,116,880,1000,4,1070,27143,83895,23061,3722,3340,0,0
